Context,File Name,AudioLink,click,class,helper
Feeding,80124.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80124.wav,80124.wav,0,0.890153247
Feeding,80127.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80127.wav,80127.wav,0,0.655452214
Feeding,80132.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80132.wav,80132.wav,0,0.671909048
Feeding,80142.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80142.wav,80142.wav,0,0.233507779
Feeding,80143.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80143.wav,80143.wav,0,0.795182907
Feeding,80145.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80145.wav,80145.wav,0,0.405274224
Feeding,80162.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80162.wav,80162.wav,0,0.544611457
Feeding,80179.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80179.wav,80179.wav,0,0.084522846
Feeding,80183.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80183.wav,80183.wav,0,0.463778001
Feeding,80189.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80189.wav,80189.wav,0,0.3644882
Feeding,80194.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80194.wav,80194.wav,0,0.174053441
Feeding,80202.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80202.wav,80202.wav,0,0.353557386
Feeding,80203.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80203.wav,80203.wav,0,0.187127545
Feeding,80204.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80204.wav,80204.wav,0,0.85592885
Feeding,80206.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80206.wav,80206.wav,0,0.542443188
Feeding,80212.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80212.wav,80212.wav,0,0.025662547
Feeding,8042.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8042.wav,8042.wav,0,0.219133122
Feeding,8044.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8044.wav,8044.wav,0,0.031205871
Feeding,80562.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80562.wav,80562.wav,0,0.746806353
Feeding,80571.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80571.wav,80571.wav,0,0.928588593
Feeding,80574.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80574.wav,80574.wav,0,0.965370824
Feeding,80575.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80575.wav,80575.wav,0,0.983852398
Feeding,8061.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8061.wav,8061.wav,0,0.429000039
Feeding,8066.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8066.wav,8066.wav,0,0.774618933
Feeding,80717.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80717.wav,80717.wav,0,0.883291398
Feeding,80721.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80721.wav,80721.wav,0,0.656153572
Feeding,80724.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80724.wav,80724.wav,0,0.488366889
Feeding,80728.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80728.wav,80728.wav,0,0.992574965
Feeding,80738.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80738.wav,80738.wav,0,0.435474824
Feeding,80739.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80739.wav,80739.wav,0,0.486021414
Feeding,80743.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80743.wav,80743.wav,0,0.151172832
Feeding,80747.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80747.wav,80747.wav,0,0.731901418
Feeding,80752.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80752.wav,80752.wav,0,0.002187759
Feeding,80754.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80754.wav,80754.wav,0,0.057606473
Feeding,80758.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80758.wav,80758.wav,0,0.587613504
Feeding,80765.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80765.wav,80765.wav,0,0.992801837
Feeding,80766.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80766.wav,80766.wav,0,0.248772384
Feeding,80768.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80768.wav,80768.wav,0,0.453459873
Feeding,80769.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80769.wav,80769.wav,0,0.279523194
Feeding,80770.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80770.wav,80770.wav,0,0.170688169
Feeding,80775.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80775.wav,80775.wav,0,0.070621399
Feeding,80778.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80778.wav,80778.wav,0,0.866150292
Feeding,80789.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80789.wav,80789.wav,0,0.939320946
Feeding,80791.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80791.wav,80791.wav,0,0.98095544
Feeding,80792.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80792.wav,80792.wav,0,0.992846318
Feeding,80795.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80795.wav,80795.wav,0,0.587982154
Feeding,80796.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80796.wav,80796.wav,0,0.731868698
Feeding,80798.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80798.wav,80798.wav,0,0.84984391
Feeding,80799.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80799.wav,80799.wav,0,0.939932724
Feeding,80806.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80806.wav,80806.wav,0,0.137015632
Feeding,80807.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80807.wav,80807.wav,0,0.486021345
Feeding,80808.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80808.wav,80808.wav,0,0.068591891
Feeding,80813.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80813.wav,80813.wav,0,0.963824749
Feeding,80815.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80815.wav,80815.wav,0,0.340288846
Feeding,80816.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80816.wav,80816.wav,0,0.826716261
Feeding,80818.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80818.wav,80818.wav,0,0.712450302
Feeding,80819.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80819.wav,80819.wav,0,0.670008899
Feeding,80822.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\80822.wav,80822.wav,0,0.279885392
Feeding,8091.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8091.wav,8091.wav,0,0.680537603
Feeding,81048.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81048.wav,81048.wav,0,0.900492339
Feeding,81058.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81058.wav,81058.wav,0,0.6888203
Feeding,81061.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81061.wav,81061.wav,0,0.458582042
Feeding,81063.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81063.wav,81063.wav,0,0.980780912
Feeding,81064.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81064.wav,81064.wav,0,0.782380736
Feeding,81065.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81065.wav,81065.wav,0,0.265603846
Feeding,81066.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81066.wav,81066.wav,0,0.517022935
Feeding,81067.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81067.wav,81067.wav,0,0.889150466
Feeding,81068.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81068.wav,81068.wav,0,0.348873996
Feeding,81069.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81069.wav,81069.wav,0,0.997973392
Feeding,8107.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8107.wav,8107.wav,0,0.906262414
Feeding,81070.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81070.wav,81070.wav,0,0.332304985
Feeding,81071.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81071.wav,81071.wav,0,0.858435694
Feeding,81073.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81073.wav,81073.wav,0,0.886084385
Feeding,81078.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81078.wav,81078.wav,0,0.877438792
Feeding,81082.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81082.wav,81082.wav,0,0.934732271
Feeding,81083.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81083.wav,81083.wav,0,0.32871517
Feeding,81088.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81088.wav,81088.wav,0,0.742754965
Feeding,81093.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81093.wav,81093.wav,0,0.68456407
Feeding,81094.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81094.wav,81094.wav,0,0.580251775
Feeding,81095.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81095.wav,81095.wav,0,0.428748159
Feeding,81096.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81096.wav,81096.wav,0,0.782721682
Feeding,81101.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81101.wav,81101.wav,0,0.188211855
Feeding,81141.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81141.wav,81141.wav,0,0.29257827
Feeding,81143.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81143.wav,81143.wav,0,0.100923246
Feeding,81151.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81151.wav,81151.wav,0,0.667173181
Feeding,81155.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81155.wav,81155.wav,0,0.556816927
Feeding,81164.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81164.wav,81164.wav,0,0.994478113
Feeding,81177.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81177.wav,81177.wav,0,0.39972655
Feeding,81233.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81233.wav,81233.wav,0,0.806256314
Feeding,81248.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81248.wav,81248.wav,0,0.041682876
Feeding,81259.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81259.wav,81259.wav,0,0.410154892
Feeding,81407.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81407.wav,81407.wav,0,0.586012744
Feeding,81408.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81408.wav,81408.wav,0,0.248828099
Feeding,81410.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81410.wav,81410.wav,0,0.121168829
Feeding,81424.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81424.wav,81424.wav,0,0.322418582
Feeding,81432.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81432.wav,81432.wav,0,0.413692707
Feeding,81437.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81437.wav,81437.wav,0,0.483478703
Feeding,81439.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81439.wav,81439.wav,0,0.870978306
Feeding,81440.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81440.wav,81440.wav,0,0.378477403
Feeding,81441.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81441.wav,81441.wav,0,0.425571825
Feeding,81463.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81463.wav,81463.wav,0,0.221585254
Feeding,81464.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81464.wav,81464.wav,0,0.297923831
Feeding,81469.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81469.wav,81469.wav,0,0.770768272
Feeding,81471.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81471.wav,81471.wav,0,0.797438795
Feeding,81480.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81480.wav,81480.wav,0,0.195126314
Feeding,81504.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81504.wav,81504.wav,0,0.234897515
Feeding,81679.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81679.wav,81679.wav,0,0.557276189
Feeding,81683.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81683.wav,81683.wav,0,0.293994871
Feeding,81692.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81692.wav,81692.wav,0,0.408156363
Feeding,81693.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81693.wav,81693.wav,0,0.427556668
Feeding,81698.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81698.wav,81698.wav,0,0.962155848
Feeding,81706.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81706.wav,81706.wav,0,0.411561852
Feeding,81707.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81707.wav,81707.wav,0,0.875530878
Feeding,81708.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81708.wav,81708.wav,0,0.951084503
Feeding,81717.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81717.wav,81717.wav,0,0.080241606
Feeding,81718.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81718.wav,81718.wav,0,0.209819995
Feeding,81721.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81721.wav,81721.wav,0,0.967949437
Feeding,81730.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81730.wav,81730.wav,0,0.085895571
Feeding,81741.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81741.wav,81741.wav,0,0.813100761
Feeding,81793.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81793.wav,81793.wav,0,0.77822282
Feeding,81988.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81988.wav,81988.wav,0,0.150327468
Feeding,81995.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\81995.wav,81995.wav,0,0.450435953
Feeding,82000.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82000.wav,82000.wav,0,0.429209984
Feeding,82001.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82001.wav,82001.wav,0,0.736259893
Feeding,82008.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82008.wav,82008.wav,0,0.679157046
Feeding,82019.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82019.wav,82019.wav,0,0.136258547
Feeding,82021.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82021.wav,82021.wav,0,0.89469227
Feeding,82038.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82038.wav,82038.wav,0,0.123556125
Feeding,82039.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82039.wav,82039.wav,0,0.368808301
Feeding,82042.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82042.wav,82042.wav,0,0.396818455
Feeding,82055.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82055.wav,82055.wav,0,0.239360535
Feeding,82062.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82062.wav,82062.wav,0,0.562196973
Feeding,82063.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82063.wav,82063.wav,0,0.826508581
Feeding,82332.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82332.wav,82332.wav,0,0.017442269
Feeding,82338.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82338.wav,82338.wav,0,0.12515909
Feeding,82346.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82346.wav,82346.wav,0,0.911622502
Feeding,82366.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82366.wav,82366.wav,0,0.858521098
Feeding,82557.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82557.wav,82557.wav,0,0.40776381
Feeding,82558.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82558.wav,82558.wav,0,0.178137969
Feeding,82576.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82576.wav,82576.wav,0,0.164328795
Feeding,82577.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82577.wav,82577.wav,0,0.720127814
Feeding,82584.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82584.wav,82584.wav,0,0.420251392
Feeding,82599.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82599.wav,82599.wav,0,0.569014896
Feeding,82814.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82814.wav,82814.wav,0,0.050123935
Feeding,82822.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82822.wav,82822.wav,0,0.736689514
Feeding,82828.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82828.wav,82828.wav,0,0.684107239
Feeding,82832.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82832.wav,82832.wav,0,0.983201524
Feeding,82841.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82841.wav,82841.wav,0,0.147598113
Feeding,82842.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82842.wav,82842.wav,0,0.789100124
Feeding,82848.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82848.wav,82848.wav,0,0.787066584
Feeding,82850.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82850.wav,82850.wav,0,0.394291552
Feeding,8286.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8286.wav,8286.wav,0,0.342464783
Feeding,8288.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8288.wav,8288.wav,0,0.365904957
Feeding,82889.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\82889.wav,82889.wav,0,0.044618388
Feeding,8290.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8290.wav,8290.wav,0,0.831067989
Feeding,8293.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\8293.wav,8293.wav,0,0.617051676
Feeding,83093.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83093.wav,83093.wav,0,0.071474711
Feeding,83099.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83099.wav,83099.wav,0,0.212886923
Feeding,83100.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83100.wav,83100.wav,0,0.214139292
Feeding,83104.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83104.wav,83104.wav,0,0.886783295
Feeding,83106.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83106.wav,83106.wav,0,0.969741462
Feeding,83123.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83123.wav,83123.wav,0,0.888634649
Feeding,83124.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83124.wav,83124.wav,0,0.19437919
Feeding,83138.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83138.wav,83138.wav,0,0.898742602
Feeding,83139.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83139.wav,83139.wav,0,0.640260929
Feeding,83147.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83147.wav,83147.wav,0,0.206361624
Feeding,83159.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83159.wav,83159.wav,0,0.889732625
Feeding,833.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\833.wav,833.wav,0,0.459740649
Feeding,83490.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83490.wav,83490.wav,0,0.118494291
Feeding,83493.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83493.wav,83493.wav,0,0.45046371
Feeding,83494.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83494.wav,83494.wav,0,0.118012206
Feeding,83495.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83495.wav,83495.wav,0,0.722598583
Feeding,83499.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83499.wav,83499.wav,0,0.724210545
Feeding,83511.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83511.wav,83511.wav,0,0.505263281
Feeding,83512.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83512.wav,83512.wav,0,0.513579208
Feeding,83514.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83514.wav,83514.wav,0,0.582732038
Feeding,83517.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83517.wav,83517.wav,0,0.452874844
Feeding,83536.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83536.wav,83536.wav,0,0.712560857
Feeding,83538.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83538.wav,83538.wav,0,0.590143127
Feeding,83562.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83562.wav,83562.wav,0,0.435652165
Feeding,83566.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83566.wav,83566.wav,0,0.06132052
Feeding,83576.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83576.wav,83576.wav,0,0.528698016
Feeding,83578.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83578.wav,83578.wav,0,0.911791993
Feeding,83584.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83584.wav,83584.wav,0,0.172452924
Feeding,83585.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83585.wav,83585.wav,0,0.64857094
Feeding,83586.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83586.wav,83586.wav,0,0.315178487
Feeding,83590.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83590.wav,83590.wav,0,0.596594753
Feeding,83597.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83597.wav,83597.wav,0,0.149658442
Feeding,83622.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83622.wav,83622.wav,0,0.809188844
Feeding,83648.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83648.wav,83648.wav,0,0.31047615
Feeding,83651.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83651.wav,83651.wav,0,0.207653781
Feeding,83652.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83652.wav,83652.wav,0,0.320282869
Feeding,83658.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83658.wav,83658.wav,0,0.262557724
Feeding,838.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\838.wav,838.wav,0,0.899233691
Feeding,83983.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83983.wav,83983.wav,0,0.482451876
Feeding,83997.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\83997.wav,83997.wav,0,0.302114343
Feeding,84000.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\84000.wav,84000.wav,0,0.999731174
Feeding,84001.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\84001.wav,84001.wav,0,0.617327614
Feeding,84002.wav,C:\Users\zbgbmf\Documents\AI\egyptian_fruit_bats_long\audio_select\84002.wav,84002.wav,0,0.467089643
